Indicator Code,Data Element Code,Name,Definition
TR1.12,TR1.12(1),(1) Scheduled public transport service access points added,"A scheduled public transport service access point is defined as a commuter rail station entrance, BRT station, taxi rank or multi-modal interchange forming part of the City's approved Integrated Public Transport Network, and which provides access to a scheduled public transport service with a minimum service frequency of 30 minutes during the workday morning peak. The access point needs to have been added within the period under review."
TR1.12,,,
TR1.12,,,
TR1.12,,,
TR1.12,,,
TR1.12,,,
TR1.12,,,
TR1.2,TR1.2(1),(1) Length of NMT paths,"NMT paths includes surfaced pedestrian sidewalks,  footpaths and cycling lanes from which motor vehicles are excluded. Lanes may or may not be aligned with roads. Unsurfaced recreational cycle tracks and footpaths are not included.
"
TR1.2,TR1.2(2),(2) Length of municipal road network,Length of municipal road network.
TR1.2,,,
TR1.2,,,
TR1.2,,,
TR1.2,,,
TR1.2,,,
TR1.21,TR1.21(1),(1) Length of NMT paths built (in KMs) ,"NMT paths includes surfaced pedestrian sidewalks,  footpaths and cycling lanes from which motor vehicles are excluded. Lanes may or may not be aligned with roads. Unsurfaced recreational cycle tracks and footpaths are not included.
"
TR1.21,,,
TR1.21,,,
TR1.21,,,
TR1.21,,,
TR1.21,,,
TR1.21,,,
TR1.3,TR1.3(1),(1) Number of commuters using private transport ,"The number of household respondents who indicate ""Own Car"" and ""Lift Club"" as their means of transport employed to get to the place of work or educational institution."
TR1.3,TR1.3(2), (2) Number of commuters citywide,"The number of households responding to all mode options (public, private and NMT modes)"
TR1.3,,,
TR1.3,,,
TR1.3,,,
TR1.3,,,
TR1.3,,,
TR2.1,TR2.1(1),(1)  The money spent  by household on minibus taxis in the previous week,The money spent by household on minibus taxis in the previous week
TR2.1,TR2.1(2),(2)  The money spent by household on buses in the previous week,The money spent by household on buses in the previous week
TR2.1,TR2.1(3),(3)  The money spent by household on rail in the previous week,The money spent by household on rail in the previous week
TR2.1,TR2.1(4),(4) Average monthly household income of households who use public transport as preferred form of commuting,Average monthly household income of households who routinely use public transport during typical workday
TR2.1,TR2.1(4),(4) Average monthly household income of households who use public transport as preferred form of commuting,Average monthly household income of households who routinely use public transport during typical workday
TR2.1,,,
TR2.1,,,
TR3.1,TR3.1(1),"(1) Average travel time in minutes to work or educational institution, for persons using public transport","Average one-way weekday peak hour commuting time via the public transport system citywide, to work or educational institution."
TR3.1,,,
TR3.1,,,
TR3.1,,,
TR3.1,,,
TR3.1,,,
TR3.1,,,
TR3.11,TR3.11(1),(1) The number of bus passenger trips on scheduled municipal bus services on weekdays,The sum total of all bus passenger trips on scheduled municipal bus services based upon fare collection on weekdays
TR3.11,,,
TR3.11,,,
TR3.11,,,
TR3.11,,,
TR3.11,,,
TR3.11,,,
TR3.2,TR3.2(1),(1) Average travel time,"Average one-way weekday peak hour commuting time of private transport users, from home to work or educational institution."
TR3.2,,,
TR3.2,,,
TR3.2,,,
TR3.2,,,
TR3.2,,,
TR3.2,,,
TR4.1,TR4.1(1),"(1) Number of respondents surveyed who indicated that they perceive public transport to be ""reliable"" or ""very reliable""","Number of respondents indicating public transport to be ""safe"" or ""very safe"""
TR4.1,TR4.1(2),(2) Number of respondents,Number of respondents
TR4.1,,,
TR4.1,,,
TR4.1,,,
TR4.1,,,
TR4.1,,,
TR4.2,TR4.2(1),"(1) Number of respondents surveyed who indicated that they perceive public transport to be ""safe"" or ""very safe""","Number of respondents indicating public transport to be ""reliable"" or ""very reliable"""
TR4.2,TR4.2(2),(2) Number of respondents,Number of respondents
TR4.2,,,
TR4.2,,,
TR4.2,,,
TR4.2,,,
TR4.2,,,
TR4.21,TR4.21(1),(1) Scheduled bus arrivals on time,"The number of scheduled bus services arriving on time. On time is defined as on or before the scheduled arrival time, to the minute. "
TR4.21,TR4.21(2),(2) Total scheduled bus arrivals,Bus operator performance reports to metros. City Transport.
TR4.21,,,
TR4.21,,,
TR4.21,,,
TR4.21,,,
TR4.21,,,
TR5.1,TR5.1(1),(1) Number of minutes to get to bus service,The number of households surveyed who live less than 10 minutes walk from bus service
TR5.1,TR5.1(2),(2) Number of minutes to get to rail service,The number of households surveyed who live less than 10 minutes walk from bus service
TR5.1,TR5.1(3),(3) Number of respondents who usually employ bus or rail as preferred mode of transport,Number of respondents who usually employ bus or rail as preferred mode of transport
TR5.1,,,
TR5.1,,,
TR5.1,,,
TR5.1,,,
TR5.2,TR5.2(1),(1) The number of households with disability where access to public transport is difficult,"The number of households who indicate that there is at least one person in the household with disability, who find access to public transport 'difficult' or 'very difficult'"
TR5.2,TR5.2(2),(2) Number of households surveyed with disabled member,The number of households who indicated that they have one or more members with disability
TR5.2,,,
TR5.2,,,
TR5.2,,,
TR5.2,,,
TR5.2,,,
TR5.21,TR5.21(1),(1) Number of buses that have low floor entry,Number of buses that have low floor entry. Low floor entry is considered indicative of universal access. Buses include only those that are operational and part of the fleet or part of those provided by companies contracted by metro to provide service.
TR5.21,TR5.21(2),(2) Total number of buses in the municipal fleet,Number of buses which are operated by companies contracted by metros
TR5.21,,,
TR5.21,,,
TR5.21,,,
TR5.21,,,
TR5.21,,,
TR6.1,TR6.1(1),(1) Number of fatal crashes attributed to road and environmental factors,"A count of the number of fatal crashes which are attributed to road and environmental factors as captured by the RTMC. Road and environmental factors include sharp bends, poor visibility, road surface, stray animals, poor lighting, road works, smoke, road markings and blind corners."
TR6.1,TR6.1(2),(2) Overall number of fatal crashes,"A fatal crash is a crash resulting in the death of one or more persons. The persons killed may be drivers and passengers of vehicles, or cyclists and pedestrians. Refers to all fatal crashes on any road within the municipal boundary. "
TR6.1,,,
TR6.1,,,
TR6.1,,,
TR6.1,,,
TR6.1,,,
TR6.11,TR6.11(1),(1) Municipal road graded,The distance (in KMs) of unsurfaced municipal road (class 3-5) which has been graded
TR6.11,TR6.11(2),(2) Unsurfaced road network,The municipal road network classified as unsurfaced in km
TR6.11,,,
TR6.11,,,
TR6.11,,,
TR6.11,,,
TR6.11,,,
TR6.12,TR6.12(1),(1) Municipal road lanes resurfaced or resealed,The distance (in KMs) of surfaced municipal road lanes (class 3-5) which has been resurfaced or resealed
TR6.12,TR6.12(2),(2) Surfaced road lanes,The municipal road lanes classified as surfaced in km
TR6.12,,,
TR6.12,,,
TR6.12,,,
TR6.12,,,
TR6.12,,,
TR7.1,TR7.1(1),(1) Number of reported road traffic deaths,"A reported road traffic death refers to when a person or persons are killed during or immediately after a crash, or die within 30 days after a crash happened as a direct result of such a crash."
TR7.1,TR7.1(2),(2)Total population of the municipality,Total population of the municipality in the year.
TR7.1,,,
TR7.1,,,
TR7.1,,,
TR7.1,,,
TR7.1,,,
TR7.2,TR7.2(1),(1) Number of road traffic deaths,"Fatality is a person or persons killed during or immediately after a crash, or death within 30 days after a crash happened as a direct result of such a crash."
TR7.2,TR7.2(2),(2) Number of fatal crashes within the municipal boundary,"A fatal crash is a crash resulting in the death of one or more persons. The persons killed may be drivers and passengers of vehicles, or cyclists and pedestrians. "
TR7.2,,,
TR7.2,,,
TR7.2,,,
TR7.2,,,
TR7.2,,,
WS1.1,WS1.1(1),(1) Number of households using a flush toilet (connected to sewerage system),Number of households with access to a flush toilet (connected to sewerage system).
WS1.1,WS1.1(2),(2) Number of households using a flush toilet (with septic tank),Number of households with access to flush toilets (with septic tank).
WS1.1,WS1.1(3),(3) Number of households using a pit toilet with ventilation (VIP),Number of households with access to pit toilets with ventilation (VIP).
WS1.1,WS1.1(4),(4) Total number of households in the municipality,"This is the total number of households (of all types - formal, informal, and traditional) within the municipal area of jurisdiction"
WS1.1,WS1.1(4),(4) Total number of households in the municipality,"This is the total number of households (of all types - formal, informal, and traditional) within the municipal area of jurisdiction"
WS1.1,,,
WS1.1,,,
WS1.11,WS1.11(1),(1) Number of new sewer connections to consumer units,Total number of new sanitation connections to consumer units meeting basic standards (defined as connections to a flush toilet connected to the sewerage system or a septic tank or a VIP toilet) made as part of state-subsidised human settlements development.
WS1.11,WS1.11(2),(2) Number of new sewer connections to communal toilet facilities.,Total number of new sanitation connections  to communal toilet facilities meeting basic sanitaiton standards made as part of state-subsidised human settlements development.
WS1.11,,,
WS1.11,,,
WS1.11,,,
WS1.11,,,
WS1.11,,,
WS2.1,WS2.1(1),(1) Number of households with the main source of drinking water (1) piped (tap) water inside dwelling/institution,Number of households with the main source of drinking water (1) piped (tap) water inside dwelling/institution
WS2.1,WS2.1(2),(2) Number of households with the main source of drinking water piped (tap) water inside yard,Number of households with the main source of drinking water piped (tap) water inside yard 
WS2.1,WS2.1(3),(3) Number of households with the main source of drinking water piped (tap) water on community stand: distance less than 200m from dwelling/institution,Number of households with the main source of drinking water piped (tap) water on community stand: distance less than 200m from dwelling/institution
WS2.1,WS2.1(4),(4) Total number of households in the municipality,"This is the total number of households (of all types - formal, informal, and traditional) within the municipal area of jurisdiction"
WS2.1,WS2.1(4),(4) Total number of households in the municipality,"This is the total number of households (of all types - formal, informal, and traditional) within the municipal area of jurisdiction"
WS2.1,,,
WS2.1,,,
WS2.11,WS2.11(1),(1) Number of new water connections to piped (tap) water,Total number of new water connections to piped (tap) water as part of state-subsidised human settlements development. This is inclusive of piped (tap) water in the dwelling/institution or in the yard. 
WS2.11,WS2.11(2),(2) Number of new water connections to public/communal facilities.,Total number of new water connections to public/communal taps as part of state-subsidised human settlements development. 
WS2.11,,,
WS2.11,,,
WS2.11,,,
WS2.11,,,
WS2.11,,,
WS3.1,WS3.1(1),(1) Number of sewer blockages (wastewater),Number of blockages that occurred in sewers during the assessment period. 
WS3.1,WS3.1(2),(2) Total sewer length (wastewater) in KMs,Total length of sewers managed by the undertaking entity at the reference date. Service connections are excluded.
WS3.1,,,
WS3.1,,,
WS3.1,,,
WS3.1,,,
WS3.1,,,
WS3.11,WS3.11(1),(1) Number of callouts/complaints responded to within 24 hours (sanitation/wastewater),"Total number of complaints/callouts responded to within 24 hours relating to wastewater system performance, during the assessment period. This variable includes all direct, telephone, and written complaints and tracks them from the time of official capture until a response confirming an on site appraisal has been logged on the system. "
WS3.11,WS3.11(2),(2) Total number of complaints/callouts (sanitation/wastewater),"Number of direct, telephone, and written complaints of quality of service logged with the municipality during the assessment period. "
WS3.11,,,
WS3.11,,,
WS3.11,,,
WS3.11,,,
WS3.11,,,
WS3.2,WS3.2(1),(1) Number of mains pipes' failures (water),"Number of mains failures during the assessment period, including failures of valves and fittings. "
WS3.2,WS3.2(2),(2) Total mains length (water) in KMs,"Total transmission and distribution mains length (service connections/communication pipes not included), at the reference date. "
WS3.2,,,
WS3.2,,,
WS3.2,,,
WS3.2,,,
WS3.2,,,
WS3.21,WS3.21(1),(1) Number of callouts/complaints responded to within 24 hours (water),"Total number of complaints/callouts responded to within 24 hours relating to water system performance, during the assessment period. This variable includes all direct, telephone, and written complaints and tracks them from the time of official capture until a response has been logged on the system. "
WS3.21,WS3.21(2),(2) Total water service complaints/callouts,"Number of direct, telephone, and written complaints of quality of service during the assessment period. "
WS3.21,,,
WS3.21,,,
WS3.21,,,
WS3.21,,,
WS3.21,,,
WS3.3,WS3.3(1),(1) Number of water service interruptions,Total number of water service interruptions during the assessment period. Interruptions are understood as occuring at the source and do not include the number of consumer units affected by a single interruption.
WS3.3,WS3.3(2),(2) Total number of water service connections,"Total number of service connections, at the reference date. The authorised pipe connecting the main to the measurement point or to the customer stop-valve, as applicable. "
WS3.3,,,
WS3.3,,,
WS3.3,,,
WS3.3,,,
WS3.3,,,
WS4.1,WS4.1(1),(1) Number of water sample tests complying with SANS 241 requirements,"Total number of tests conducted on water samples that comply with the numerical limits of SANS 241, during the assessment period. If present at certain unacceptable levels these determinands can result in an immediate health risk or consequence."
WS4.1,WS4.1(2),(2) Total number of water samples tested,Total number of water sample tests during the assessment period. 
WS4.1,,,
WS4.1,,,
WS4.1,,,
WS4.1,,,
WS4.1,,,
WS4.2,WS4.2(1),(1) Number of wastewater samples tested per determinant that meet compliance to specified water use license requirements,Total number of tests conducted for Chemical Oxygen Demand and any other water use licensing determinant requirements tested for that are deemed compliant.
WS4.2,WS4.2(2),(2) Total wastewater samples tested for all determinants over the municipal financial year,Total number of tests conducted for Chemical Oxygen Demand (COD) and any other water use licensing determinant requirements during the assessment period. 
WS4.2,,,
WS4.2,,,
WS4.2,,,
WS4.2,,,
WS4.2,,,
WS4.21,WS4.21(1),(1) Number of industries with trade effluent that are inspected,"Number of industries that are registered with the municipality as discharging a trade effluent into the municipal sewer network, and that have actually been inspected, at the reference date."
WS4.21,WS4.21(2),(2) Number of industries with trade effluent,"Number of industries that are registered with the municipality as discharging a trade effluent into the municipal sewer network, at the reference date."
WS4.21,,,
WS4.21,,,
WS4.21,,,
WS4.21,,,
WS4.21,,,
WS4.22,WS4.22(1),(1) Percentage of household (sewage and faecal sludge) wastewater safely treated (PWHt),The proportion of household wastewater which is safely treated before disposal or reuse.
WS4.22,WS4.22(2),(2) Percentage of wastewater from hazardous industries safely treated (PWIt),The proportion of wastewater from hazardous industries (as defined by relevant ISIC categories) which is safely treated before disposal or reuse.
WS4.22,,,
WS4.22,,,
WS4.22,,,
WS4.22,,,
WS4.22,,,
WS5.1,WS5.1(1),(1)Number of Kilolitres Water Purchased or Purified,"Kilolitres of bulk water supplied is measured as the purchase of bulk water from a water board, Department of Water and Sanitation or internal department. "
WS5.1,WS5.1(2),(2) Number of kilolitres of water sold,Sum of the kilolitres of water sold throughout the city to all end users
WS5.1,,,
WS5.1,,,
WS5.1,,,
WS5.1,,,
WS5.1,,,
WS5.2,WS5.2(1),(1) Total system input volume,The water volume input of the global system during the assessment period. System input should include water abstracted and all imported water (raw and treated) (IWA A3).
WS5.2,WS5.2(2),(2) Total authorised consumption,"Total volume of metered and/or non-metered water that, during the assessment period, is taken by registered customers, by the water supplier itself, or by others who are implicitly or explicitly authorised to do so by the water supplier, for residential, commercial, industrial or public purposes. It includes water exported. "
WS5.2,WS5.2(3),(3) Service connections (water),"Total number of service connections, at the reference date. The authorised pipe connecting the main to the measurement point or to the customer stop-valve, as applicable. "
WS5.2,,,
WS5.2,,,
WS5.2,,,
WS5.2,,,
WS5.3,WS5.3(1),(1) System input volume,The water volume input of the global system during the assessment period. System input should include water abstracted and all imported water (raw and treated).
WS5.3,WS5.3(2),(2) Exported raw water,Total volume of raw water transferred to other water undertaking or to another system from the same supply area during the assessment period.
WS5.3,WS5.3(3),(3) Exported treated water,Total volume of treated water exported to other water undertaking or to another system from the same supply area during the assessment period. These transfers can occur anywhere downstream of the treatment plants or at any point where the water is assumed as treated by the water undertaking.
WS5.3,WS5.3(4),(4)Total population of the municipality,Estimated population of the municipality in the year
WS5.3,WS5.3(4),(4)Total population of the municipality,Estimated population of the municipality in the year
WS5.3,,,
WS5.3,,,
WS5.31,WS5.31(1),(1) Number of water service connections - metered,"Total number of service connections that are metered, at the reference date. "
WS5.31,WS5.31(2),(2) Number of water service connections - unmetered,"Total number of water service connections that are unmetered, at the reference date. "
WS5.31,,,
WS5.31,,,
WS5.31,,,
WS5.31,,,
WS5.31,,,
WS5.4,WS5.4(1),(1) Volume of water recycled and reused (VRR),"Total volume of water which has been directly reused (not first discharged to the environment), after ensuring it has been treated to a standard that is fit for purpose. This is considered inclusive of: a.Direct use of treated municipal wastewater (not including irrigation); and b. Direct use of treated municipal wastewater for irrigation purposes."
WS5.4,WS5.4(2),(2) 1.a Direct use of treated municipal wastewater (not including irrigation),"Treated municipal wastewater (primary, secondary, tertiary effluents) directly used, i.e. with no or little prior dilution with freshwater during most of the year, for any purpose other than irrigation."
WS5.4,WS5.4(3),(3) Direct use of treated municipal wastewater for irrigation purposes,"Treated municipal wastewater applied artificially (irrigation) and directly (i.e. with no or little prior dilution with freshwater during most of the year) on land to assist the growth of crops and fruit trees, for recreational areas, and for landscaping and forestry."
WS5.4,WS5.4(4),(4) Total freshwater withdrawal (TWW),"Total freshwater withdrawal (TWW) is the volume of freshwater extracted from its source (rivers, lakes, aquifers) for agriculture, industries and municipalities. "
WS5.4,WS5.4(4),(4) Total freshwater withdrawal (TWW),"Total freshwater withdrawal (TWW) is the volume of freshwater extracted from its source (rivers, lakes, aquifers) for agriculture, industries and municipalities. "
WS5.4,,,
WS5.4,,,
FE1.1,FE1.1(1),(1) Number of reported deaths attributed to fire or fire-related causes,The number of deaths reported where the official cause of death was noted as fire or fire related causes (e.g. smoke inhalation). 
FE1.1,FE1.1(2),(2)Total population of the municipality,Total population of the municipality in the year.
FE1.1,,,
FE1.1,,,
FE1.1,,,
FE1.1,,,
FE1.1,,,
FE1.11,FE1.11(1),(1) Number of structural fire incidents where the attendance time was less than 14 minutes,A simple count of the number of structural fire incidents where the difference between the time of call and the arrival time was 14 minutes or less. 
FE1.11,FE1.11(2),(2) Total number of distress calls for structural fire incidents received,Simple count of the total number of structural fire incidents received at the call centre in the period. This refers only to those incidents involving habitable structures within the urban edge.
FE1.11,,,
FE1.11,,,
FE1.11,,,
FE1.11,,,
FE1.11,,,
FE1.12,FE1.12(1),(1) Total number of full-time firefighters employed by the municipality,The total number of paid full-time firefighters employed by the municipality at the end of the reporting period.
FE1.12,FE1.12(2),(2)Total population of the municipality,Estimated population of the municipality in the year
FE1.12,,,
FE1.12,,,
FE1.12,,,
FE1.12,,,
FE1.12,,,
FE1.2,FE1.2(1),(1) Number of reported deaths attributed to natural disasters,The number of deaths reported where the official cause of death was noted in relation to a natural disaster.
FE1.2,FE1.2(2),(2)Total population of the municipality,Total population of the municipality in the year.
FE1.2,,,
FE1.2,,,
FE1.2,,,
FE1.2,,,
FE1.2,,,
FE1.21,FE1.21(1),(1) Total number of reservists and volunteer responders of the municipality,The total number of reservist and volunteer responders (combined) in the service of the municipality.  A reservist responder refers to a person trained and on-call in the event of a fire-related emergency whereas a volunteer responder refers to those unpaid individuals formally registered in the service of the municipality.
FE1.21,FE1.21(2),(2)Total population of the municipality,Estimated population of the municipality in the year
FE1.21,,,
FE1.21,,,
FE1.21,,,
FE1.21,,,
FE1.21,,,
GG1.1,GG1.1(1),(1) R-value of municipal skills development levy recovered,The amount of municipal skills development levy recovered by the municipality in R-value.
GG1.1,GG1.1(2),(2) R-value of the total qualifying value of the municipal skills development levy,The amount of municipal skills development levy that could have been claimed by the municipality in R-value according to the terms of the levy
GG1.1,,,
GG1.1,,,
GG1.1,,,
GG1.1,,,
GG1.1,,,
GG1.2,GG1.2(1),"(1) Total sum of standard working days, in the reporting period, that each S56 and S57 post was occupied by a fully appointed official (not suspended or vacant) with a valid signed contract and performance agreement)","S56 and S57 posts are defined in Municipal Systems Act (2001). Fully appointed does not include posts that either unfilled, vacant or where the incumbent is under suspension or extended sick leave (more than 2 weeks). Contracts and performance agreements are defined in the Municipal Systems Act."
GG1.2,GG1.2(2),(2) Aggregate working days for all S56 and S57 Posts in the reporting period,The sum of all standard working days (e.g. not weekends or public holidays) in a year for all S56 and S57 posts. 
GG1.2,,,
GG1.2,,,
GG1.2,,,
GG1.2,,,
GG1.2,,,
GG1.21,GG1.21(1),(1) The number of employees on the approved organisational structure,The number of employees that make up the organisational strucure approved by the coucnil of the muncipality
GG1.21,GG1.21(2),(2)The number of permanent employees in the municipality,The number of employees on permanent contract employeed by the municipality appearing on the approved organisational structure.
GG1.21,,,
GG1.21,,,
GG1.21,,,
GG1.21,,,
GG1.21,,,
GG2.1,GG2.1(1),(1) Functional ward committees,The number of ward committees operating in the municipality that hold at least four quorate meetings per year and having a ward committee action plan
GG2.1,GG2.1(2),(2) Total number of wards,The total number of wards for which ward committees should be constituted in the municipality
GG2.1,,,
GG2.1,,,
GG2.1,,,
GG2.1,,,
GG2.1,,,
GG2.11,GG2.11(1),(1) Total number of ward committees with 6 or more members,The total numebr of ward committees in the municipality with six or more members
GG2.11,GG2.11(2),(2) Total number of wards,The total number of wards for which ward committees should be constituted in the municipality
GG2.11,,,
GG2.11,,,
GG2.11,,,
GG2.11,,,
GG2.11,,,
GG2.12,GG2.12(1),(1) Total number of councillor convened ward community meetings,"The total number of community meetings convened by ward councillors in the municipality. Community meetings need to be held within the ward, by the ward councillor with a public notice period. "
GG2.12,GG2.12(2),(2) Total number of wards,The number or wards in the municipality
GG2.12,,,
GG2.12,,,
GG2.12,,,
GG2.12,,,
GG2.12,,,
GG2.2,GG2.2(1),(1) Sum of the total number of Traditional Leaders in attendance at Council meetings,The sum of the total number of Traditional Leaders (from identified traditional leadership structures) in attendance at each of the Council meetings convened during the period of time
GG2.2,GG2.2(2),(2) The total number of Traditional Leaders within the municipality,The total number of traditional leaders officially identified and acknowledged by the municipality in terms of the Municipal Structures Act of 1998. 
GG2.2,GG2.2(3),(3) Total number of Council meetings,The number of Council meetings held in the period of data collection.
GG2.2,,,
GG2.2,,,
GG2.2,,,
GG2.2,,,
GG3.1,GG3.1(1),(1) Audit opinion ,As defined by the Office of the Auditor-General
GG3.1,,,
GG3.1,,,
GG3.1,,,
GG3.1,,,
GG3.1,,,
GG3.1,,,
GG3.11,GG3.11(1),"(1) Simple count of the number of ""repeat"" findings itemised by the Auditor-General in the audit report.","“Repeat” findings by the Auditor-General on the following administrative areas including but not limited to:
i) annual financial statements and annual report; 
ii) Strategic planning and performance 
iii) Consequence management; 
iv) Human Resource management
"
GG3.11,,,
GG3.11,,,
GG3.11,,,
GG3.11,,,
GG3.11,,,
GG3.11,,,
GG3.12,GG3.12(1),(1) Number of councillors that have declared their financial interests,The total number of councillors that have declared their financial interests
GG3.12,GG3.12(2),(2) Total number of municipal councillors,The total number of municipal councillors serving in that municipal financial year.
GG3.12,,,
GG3.12,,,
GG3.12,,,
GG3.12,,,
GG3.12,,,
GG3.13,GG3.13(1),(1) Number of administrative staff that have declared their financial interests,The total number of administrative staff that have declared their financial interests in the financial year being reported against.
GG3.13,GG3.13(2),(2) Total number of municipal administrative staff,The total number of municipal administrative staff serving as at the end of that municipal financial year.
GG3.13,,,
GG3.13,,,
GG3.13,,,
GG3.13,,,
GG3.13,,,
GG4.1,GG4.1(1),(1) The sum total of councillor attendance of all council meetings,The total attendance by councillors at council meetings during the period of data collection
GG4.1,GG4.1(2),(2) The total number of council meetings,The total number of council meetings held by the council including where a quorum is reached
GG4.1,GG4.1(3),(3) The total number of councillors in the municipality,The total number of municipal councillors in the municipality
GG4.1,,,
GG4.1,,,
GG4.1,,,
GG4.1,,,
GG4.11,GG4.11(1),(1) Sum total number of all council agenda items deferred to the next meeting,The number of agenda items that have been deferred to the next council meeting because the council has failed to reach a quorum or withheld decisions on the matter.  
GG4.11,,,
GG4.11,,,
GG4.11,,,
GG4.11,,,
GG4.11,,,
GG4.11,,,
GG4.2,GG4.2(1),(1) Number of MPAC members in attendance for all MPAC meetings where recommendations were subsequently tabled at Council,
GG4.2,GG4.2(2),(2) Sum total of all possible attendance of MPAC meetings,Sum total of all possible attendance at MPAC meetings
GG4.2,,,
GG4.2,,,
GG4.2,,,
GG4.2,,,
GG4.2,,,
GG5.1,GG5.1(1),(1) Number of alleged fraud and corruption cases reported to the metro,The data element is a simple count of the total number of alleged fraud and corruption cases reported to the municipality involving a representative of the municipality in his/her official capacity (whether an elected office-bearer or employee) for an act of corruption. Corruption is defined broadly in the Prevention and Combating of Corrupt Activities Act 12 of 2004 in Chapter 2(s3) and any criminal offence that may fall within the ambit of this definition is included for the purposes of this data element.
GG5.1,GG5.1(2),(2) Population: Number of persons who reside within the municipal boundaries.,Number of people residing in the municipal area
GG5.1,,,
GG5.1,,,
GG5.1,,,
GG5.1,,,
GG5.1,,,
GG5.11,GG5.11(1),(1) Simple count of the number of active suspensions in the municipality lasting more than three months,Sum of the number of active suspensions initiated more than three months prior to the last day of the reporting period.
GG5.11,,,
GG5.11,,,
GG5.11,,,
GG5.11,,,
GG5.11,,,
GG5.11,,,
GG5.12,GG5.12(1),(1) Sum of the salary bill for all suspended officials for the reporting period,Sum of the salary bill of all suspended officials for the reporting period
GG5.12,,,
GG5.12,,,
GG5.12,,,
GG5.12,,,
GG5.12,,,
GG5.12,,,
GG5.2,GG5.2(1),(1) Number of dimissals for fraud and corruption at the metro,The data element is a simple count of the total number of dismissals arising from fraud and corruption cases reported to the municipality involving a representative of the municipality in his/her official capacity (whether an elected office-bearer or employee). Corruption is defined broadly in the Prevention and Combating of Corrupt Activities Act 12 of 2004 in Chapter 2(s3) and any criminal offence that may fall within the ambit of this definition is included for the purposes of this data element.
GG5.2,GG5.2(2),(2) Population: Number of persons who reside within the municipal boundaries.,Number of people residing in the municipal area
GG5.2,,,
GG5.2,,,
GG5.2,,,
GG5.2,,,
GG5.2,,,
GG5.3,GG5.3(1),(1) Number of convictions for bribery and/or corruption by city officials,The data element is a simple count of the total number of convictions arising from bribery and/or corruption cases reported to the municipality involving a representative of the municipality in his/her official capacity (whether an elected office-bearer or employee). Corruption is defined broadly in the Prevention and Combating of Corrupt Activities Act 12 of 2004 in Chapter 2(s3) and any criminal offence that may fall within the ambit of this definition is included for the purposes of this data element.
GG5.3,GG5.3(2),(2) Population: Number of persons who reside within the municipal boundaries.,Number of people residing in the municipal area
GG5.3,,,
GG5.3,,,
GG5.3,,,
GG5.3,,,
GG5.3,,,
GG6.1,GG6.1(1),(1) Number of households classified as indigent,The number of households officially registered on the municipal indigent register.
GG6.1,GG6.1(2),(2) Total number of households in the municipality,"Refers to the number of self-identified 'households' residing in all types of dwellings (inclusive of formal, informal and traditional dwellings) within the municipality identified via the annual household survey."
GG6.1,,,
GG6.1,,,
GG6.1,,,
GG6.1,,,
GG6.1,,,
GG6.11,GG6.11(1),(1) R-value of operating budget expenditure on free basic services,The total amount (R-value) of operating budget expended on free basic services to indigent households registered with the municipality as well as any universal free basic service allocations. 
GG6.11,GG6.11(2),(2) Total operating budget for the municipality,The total amount (R-value) of operating budget of the municipality for the period under review.
GG6.11,,,
GG6.11,,,
GG6.11,,,
GG6.11,,,
GG6.11,,,
GG6.12,GG6.12(1),(1) Simple count of the number of work opportunities provided by the municipality,"Simple count of the number of individuals receiving short-term work opportunities through the municipality for Expanded Public Works Programme, Community Works Programme and other related infrastructure initiatives."
GG6.12,,,
GG6.12,,,
GG6.12,,,
GG6.12,,,
GG6.12,,,
GG6.12,,,
WG13.,WG13.(1), (1) Value of properties with completed buildings in integration zones on year 3 ,Properties are valued according to a municipality's own valuation practices. This is the value in year 3
WG13.,WG13.(2), (2) Value of properties with completed buildings in integration zones on year 1 ,Properties are valued according to a municipality's own valuation practices. This is the value in year 1
WG13.,,,
WG13.,,,
WG13.,,,
WG13.,,,
WG13.,,,
CC2.,CC2.(1),(1) Number of land use applications processed in integration zones ,Land use applications are managed by the municipality and are defined by the municipality. 
CC2.,CC2.(2), (2) Total number of land use applications processed citywide ,The integration zones within the municipality are spatially defined areas selected by the municipality. 
CC2.,,,
CC2.,,,
CC2.,,,
CC2.,,,
CC2.,,,
CC3,CC3(1),(1) Number of building plan applications processed in integration zones ,Building plan applications are managed by the municipality and are defined by the municipality.
CC3,CC3(2), (2) Total number of building plan applications processed citywide ,The integration zones within the municipality are spatially defined areas selected by the municipality.
CC3,,,
CC3,,,
CC3,,,
CC3,,,
CC3,,,
PC4.,PC4.(1),(1) Commercial rateable value of land in integration zone in metro ,Rateable value of commercial land use in integration zone in metro
PC4.,PC4.(2), (2) Industrial rateable value of land in integration zone in metro ,Rateable value of industrial land use in integration zone in metro
PC4.,PC4.(3), (3) Commercial rateable value of metro ,"Sum of the rateable value of all commercial land use in metro, as determined by metro valuation roll"
PC4.,PC4.(4), (4) Industrial rateable value of metro ,"Sum of the rateable value of all industrial land use in metro, as determined by metro valuation roll"
PC4.,PC4.(4), (4) Industrial rateable value of metro ,"Sum of the rateable value of all industrial land use in metro, as determined by metro valuation roll"
PC4.,,,
PC4.,,,
CC1.,CC1.(1),(1) Hectares approved for future development outside the 2015 urban edge ,The sum of the area of land use approvals outside of the urban edge as defined in the 2015 Spatial Development Framework
